file_name,schema_type,match_generation_time,merge_generation_time,Match Operator,Match Method,LLM used for matching,Merge Operator,Merge Method,LLM used for merging,api_call_cost,input_prompt_tokens,output_tokens,precision
llm_response_2025-09-25T14-39-17_085868_17918895.json,complex,1.6449,3.5732,Operator,Knowledge Graph,Gemini 2.0 Flash ,Operator,JSON,GPT Oss 20B,0.00109478,3575,3187,0.6
llm_response_2025-09-25T14-39-43_087579_28f5ad00.json,complex,1.3322,18.3246,Operator,Knowledge Graph,Gemini 2.0 Flash ,Operator,JSON,Gemini 1.5 Flash,0.0015803,3818,1912,0.6
llm_response_2025-09-25T14-39-58_119347_f685c05e.json,complex,1.7678,8.7113,Operator,Knowledge Graph,Gemini 2.0 Flash ,Operator,JSON,Gemini 2.0 Flash ,0.0010842,3818,1756,0.6
llm_response_2025-09-25T14-40-05_591682_72d487fe.json,complex,1.3361,41.2721,Operator,Knowledge Graph,Gemini 2.0 Flash ,Operator,JSON,Gemini 1.5 Flash,0.0015629,3818,1883,0.6
llm_response_2025-09-25T14-40-59_552983_015b05c8.json,relational,2.2735,3.2453,Operator,JSON,GPT Oss 120B,Operator,JSON,GPT Oss 120B,0.00219306,1019,2015,0.33
llm_response_2025-09-25T14-41-35_347094_22a00242.json,complex,1.411,82.9793,Operator,Knowledge Graph,Gemini 2.0 Flash ,Operator,JSON,Gemini 2.5 Flash,0.0046855,3815,1737,0.6
llm_response_2025-09-25T14-41-45_991723_887ea011.json,complex,1.5002,80.3812,Operator,Knowledge Graph,Gemini 2.0 Flash ,Operator,JSON,Gemini 2.5 Flash,0.0046855,3815,1737,0.6
llm_response_2025-09-25T14-42-06_099321_b00a18f2.json,complex,2.245,4.0996,Operator,Knowledge Graph,GPT Oss 120B,Operator,JSON,GPT Oss 20B,0.00263018,3313,3936,1
llm_response_2025-09-25T14-42-25_140627_8dbe8f34.json,complex,1.9186,11.7363,Operator,Knowledge Graph,GPT Oss 120B,Operator,JSON,Gemini 1.5 Flash,0.00282215,3543,2250,1
llm_response_2025-09-25T14-42-42_253080_9d0b4618.json,complex,1.9984,9.2915,Operator,Knowledge Graph,GPT Oss 120B,Operator,JSON,Gemini 2.0 Flash ,0.00234625,3543,2019,1
llm_response_2025-09-25T14-45-37_956705_d7318c41.json,complex,1.7973,74.9737,Operator,Knowledge Graph,GPT Oss 120B,Operator,JSON,Gemini 2.5 Flash,0.00606093,3539,2263,1
llm_response_2025-09-25T14-47-50_252653_8346b6c5.json,complex,1.9409,4.3308,Operator,Knowledge Graph,GPT Oss 120B,Operator,JSON,GPT Oss 20B,0.00249318,3456,3730,1
llm_response_2025-09-25T14-48-07_437124_b4b92c30.json,complex,10.0553,2.976,Operator,Knowledge Graph,GPT Oss 120B,Operator,JSON,Gemini 1.5 Flash,0.00210668,3262,1105,0
llm_response_2025-09-25T14-48-30_226223_6a02c92a.json,complex,10.9114,6.9477,Operator,Knowledge Graph,GPT Oss 120B,Operator,JSON,Gemini 2.0 Flash ,0.0022882,3699,1830,1
llm_response_2025-09-25T14-52-52_223981_1342a367.json,complex,2.5074,86.1731,Operator,Knowledge Graph,GPT Oss 120B,Operator,JSON,Gemini 2.5 Flash,0.00495653,3691,1803,1
llm_response_2025-09-25T14-53-16_643504_29bd7725.json,complex,1.8822,3.615,Operator,Knowledge Graph,GPT Oss 120B,Operator,JSON,GPT Oss 20B,0.00246744,3313,3730,1
llm_response_2025-09-25T14-54-20_176128_37d0080f.json,complex,2.7162,55.9655,Operator,Knowledge Graph,GPT Oss 120B,Operator,JSON,Gemini 1.5 Flash,0.00275147,3543,2117,1
llm_response_2025-09-25T14-54-36_616210_4309a60c.json,complex,2.2889,9.3975,Operator,Knowledge Graph,GPT Oss 120B,Operator,JSON,Gemini 2.0 Flash ,0.002401,3543,2151,1
llm_response_2025-09-25T14-56-46_575600_e97ceff9.json,complex,2.0016,84.1335,Operator,Knowledge Graph,GPT Oss 120B,Operator,JSON,Gemini 2.5 Flash,0.00613045,3539,2351,1
llm_response_2025-09-25T14-57-29_932728_b199aede.json,complex,21.1945,3.9124,Operator,Knowledge Graph,Gemini 2.5 Flash,Operator,JSON,GPT Oss 20B,0.00170864,3518,3116,1
llm_response_2025-09-25T14-58-09_046789_e7ef1ac9.json,complex,23.0871,11.239,Operator,Knowledge Graph,Gemini 2.5 Flash,Operator,JSON,Gemini 1.5 Flash,0.00208655,3748,1662,1
llm_response_2025-09-25T14-58-44_095026_fbae8c86.json,complex,21.8596,8.7287,Operator,Knowledge Graph,Gemini 2.5 Flash,Operator,JSON,Gemini 2.0 Flash ,0.0016182,3748,1477,1
llm_response_2025-09-25T15-01-36_898652_1f6508b7.json,complex,22.8233,75.323,Operator,Knowledge Graph,Gemini 2.5 Flash,Operator,JSON,Gemini 2.5 Flash,0.0053282,3744,1682,1
llm_response_2025-09-25T15-04-31_166570_a3abecdf.json,complex,17.5062,3.9998,Operator,Knowledge Graph,Gemini 2.5 Flash,Operator,JSON,GPT Oss 20B,0.00173438,3661,3116,1
llm_response_2025-09-25T15-05-08_172798_b945b17c.json,complex,21.7028,10.1294,Operator,Knowledge Graph,Gemini 2.5 Flash,Operator,JSON,Gemini 1.5 Flash,0.00199535,3904,1471,1
llm_response_2025-09-25T15-05-39_941389_b51cc2dc.json,complex,19.5621,5.8538,Operator,Knowledge Graph,Gemini 2.5 Flash,Operator,JSON,Gemini 2.0 Flash ,0.0014842,3904,1103,1
llm_response_2025-09-25T15-06-12_460477_5921cc2b.json,complex,20.5883,6.2426,Operator,Knowledge Graph,Gemini 2.5 Flash,Operator,JSON,GPT Oss 120B,0.00407763,3661,2927,1
llm_response_2025-09-25T15-08-16_147648_a72add59.json,complex,23.4191,94.3901,Operator,Knowledge Graph,Gemini 2.5 Flash,Operator,JSON,Gemini 2.5 Flash,0.0042238,3896,1222,1
llm_response_2025-09-25T15-08-56_721393_158433a9.json,complex,21.2734,4.05,Operator,Knowledge Graph,Gemini 2.5 Flash,Operator,JSON,GPT Oss 20B,0.00170864,3518,3116,1
llm_response_2025-09-25T15-09-43_525077_14288ca6.json,complex,21.9597,18.4706,Operator,Knowledge Graph,Gemini 2.5 Flash,Operator,JSON,Gemini 1.5 Flash,0.00198635,3748,1495,1
llm_response_2025-09-25T15-10-19_869101_44b3113f.json,complex,22.5903,8.2848,Operator,Knowledge Graph,Gemini 2.5 Flash,Operator,JSON,Gemini 2.0 Flash ,0.0016182,3748,1477,1
llm_response_2025-09-25T15-10-52_765612_be7baf95.json,complex,19.9896,7.3887,Operator,Knowledge Graph,Gemini 2.5 Flash,Operator,JSON,GPT Oss 120B,0.00414257,3518,3116,1
llm_response_2025-09-25T15-12-33_497568_66b70953.json,complex,21.1835,73.9712,Operator,Knowledge Graph,Gemini 2.5 Flash,Operator,JSON,Gemini 2.5 Flash,0.0053282,3744,1682,1
llm_response_2025-09-25T15-13-10_542106_6e8d8ade.json,complex,1.2568,4.1984,Operator,JSON,GPT Oss 20B,Operator,JSON,GPT Oss 20B,0.00125046,3213,3734,1
llm_response_2025-09-25T15-13-32_543754_6c379d03.json,complex,1.5053,6.6411,Operator,JSON,GPT Oss 20B,Operator,JSON,GPT Oss 20B,0.00125784,3241,3747,1
llm_response_2025-09-25T15-14-23_273013_d72f5e62.json,complex,26.1733,18.5735,Operator,JSON,GPT Oss 20B,Operator,JSON,GPT Oss 20B,0.00123192,3213,3631,1
llm_response_2025-09-25T15-15-15_206303_1cf6541d.json,complex,27.8215,19.2204,Operator,JSON,GPT Oss 20B,Operator,JSON,GPT Oss 20B,0.0012492,3213,3727,1
llm_response_2025-09-25T15-16-07_916408_96f00615.json,complex,27.7559,19.3997,Operator,JSON,GPT Oss 20B,Operator,JSON,GPT Oss 20B,0.00127152,3241,3823,1
llm_response_2025-09-25T15-17-02_732793_c15f170e.json,complex,25.5645,21.5545,Operator,JSON,GPT Oss 20B,Operator,JSON,GPT Oss 20B,0.00129366,3213,3974,1
llm_response_2025-09-25T15-17-54_069458_3aff9e7d.json,complex,26.306,19.7451,Operator,JSON,GPT Oss 20B,Operator,JSON,GPT Oss 20B,0.00123192,3213,3631,1
llm_response_2025-09-25T15-18-46_085068_0cfe69e5.json,complex,26.3614,20.1994,Operator,JSON,GPT Oss 20B,Operator,JSON,GPT Oss 20B,0.00125784,3241,3747,1
llm_response_2025-09-25T15-19-37_636696_42ce0390.json,complex,27.3778,19.4215,Operator,JSON,GPT Oss 20B,Operator,JSON,GPT Oss 20B,0.00125784,3241,3747,1
llm_response_2025-09-25T15-20-30_989997_5f7c3e2c.json,complex,27.2027,19.8549,Operator,JSON,GPT Oss 20B,Operator,JSON,GPT Oss 20B,0.0012699,3213,3842,1
llm_response_2025-09-25T15-46-48_278201_451bfb8d.json,complex,2.9738,12.4916,Operator,Multi-Step,Gemini 1.5 Flash,Operator,JSON,Gemini 1.5 Flash,0.0016458,3312,1915,0.6
llm_response_2025-09-25T15-47-10_707085_3bfe49f6.json,complex,1.6745,9.8725,Operator,Multi-Step,Gemini 1.5 Flash,Operator,JSON,Gemini 2.0 Flash ,0.0011485,3312,1757,0.6
llm_response_2025-09-25T15-49-01_155845_aa0411ad.json,complex,1.8186,86.4212,Operator,Multi-Step,Gemini 1.5 Flash,Operator,JSON,Gemini 2.5 Flash,0.0045023,3309,1639,0.6
llm_response_2025-09-25T15-51-05_468986_0fd51807.json,complex,14.0988,13.9687,Operator,JSON,Gemini 1.5 Flash,Operator,JSON,Gemini 1.5 Flash,0.00183975,3729,2134,0.4
llm_response_2025-09-25T15-53-10_325132_b498ab19.json,complex,1.807,14.7827,Operator,JSON,Gemini 1.5 Flash,Operator,JSON,Gemini 1.5 Flash,0.00176355,3729,2007,0.4
llm_response_2025-09-25T15-53-34_700696_d6d6584a.json,complex,1.6947,14.4154,Operator,JSON,Gemini 1.5 Flash,Operator,JSON,Gemini 1.5 Flash,0.00184995,3729,2151,0.4
llm_response_2025-09-25T15-53-55_946990_54eac93a.json,complex,1.8089,12.7602,Operator,JSON,Gemini 1.5 Flash,Operator,JSON,Gemini 1.5 Flash,0.00174975,3729,1984,0.4
llm_response_2025-09-25T15-54-41_094601_5ef972ed.json,complex,1.8222,14.9535,Operator,JSON,Gemini 1.5 Flash,Operator,JSON,Gemini 1.5 Flash,0.00184155,3729,2137,0.4
llm_response_2025-09-25T15-55-04_189867_63c7546c.json,complex,2.1292,13.4568,Operator,JSON,Gemini 1.5 Flash,Operator,JSON,Gemini 1.5 Flash,0.00176355,3729,2007,0.4
llm_response_2025-09-25T15-55-24_862207_560e7c60.json,complex,1.7201,14.7869,Operator,JSON,Gemini 1.5 Flash,Operator,JSON,Gemini 1.5 Flash,0.00184035,3729,2135,0.4
llm_response_2025-09-25T15-55-46_876513_6de82e8f.json,complex,1.9155,14.8852,Operator,JSON,Gemini 1.5 Flash,Operator,JSON,Gemini 1.5 Flash,0.00186735,3729,2180,0.4
llm_response_2025-09-25T15-56-06_670696_f2858f8c.json,complex,1.8368,13.6608,Operator,JSON,Gemini 1.5 Flash,Operator,JSON,Gemini 1.5 Flash,0.00176355,3729,2007,0.4
llm_response_2025-09-25T15-56-26_885646_57edfc30.json,complex,1.5492,4.1744,Operator,Multi-Step,Gemini 1.5 Flash,Operator,JSON,GPT Oss 20B,0.00115908,3069,3188,0.6
llm_response_2025-09-25T15-59-39_699991_9c44f717.json,complex,1.7788,9.9512,Operator,Multi-Step,Gemini 1.5 Flash,Operator,JSON,Gemini 2.0 Flash ,0.0012217,3312,1940,0.6
llm_response_2025-09-25T16-01-16_694743_a751eda2.json,complex,1.9132,78.8085,Operator,Multi-Step,Gemini 1.5 Flash,Operator,JSON,Gemini 2.5 Flash,0.0045023,3309,1639,0.6
llm_response_2025-09-25T16-01-41_232498_ca34ee37.json,complex,1.1242,7.8128,Operator,JSON,Gemini 2.0 Flash ,Operator,JSON,Gemini 2.0 Flash ,0.0009556,3648,1477,1
llm_response_2025-09-25T16-01-55_205415_b7e11bae.json,complex,1.1221,7.8621,Operator,JSON,Gemini 2.0 Flash ,Operator,JSON,Gemini 2.0 Flash ,0.0009556,3648,1477,1
llm_response_2025-09-25T16-02-09_252038_d9f6eb9f.json,complex,1.0637,8.3528,Operator,JSON,Gemini 2.0 Flash ,Operator,JSON,Gemini 2.0 Flash ,0.0009796,3648,1537,1
llm_response_2025-09-25T16-02-23_493613_f6d7a054.json,complex,1.3246,8.139,Operator,JSON,Gemini 2.0 Flash ,Operator,JSON,Gemini 2.0 Flash ,0.0009556,3648,1477,1
llm_response_2025-09-25T16-02-38_339506_0bf96974.json,complex,1.0819,7.7913,Operator,JSON,Gemini 2.0 Flash ,Operator,JSON,Gemini 2.0 Flash ,0.0009288,3648,1410,1
llm_response_2025-09-25T16-03-43_187787_508ccb51.json,complex,1.4772,8.3043,Operator,JSON,Gemini 2.0 Flash ,Operator,JSON,Gemini 2.0 Flash ,0.0009796,3648,1537,1
llm_response_2025-09-25T16-04-00_247524_6e558acd.json,complex,1.1497,7.9444,Operator,JSON,Gemini 2.0 Flash ,Operator,JSON,Gemini 2.0 Flash ,0.0009288,3648,1410,1
llm_response_2025-09-25T16-04-13_470481_fc2d648d.json,complex,1.301,8.1444,Operator,JSON,Gemini 2.0 Flash ,Operator,JSON,Gemini 2.0 Flash ,0.0009288,3648,1410,1
llm_response_2025-09-25T16-04-27_043369_9b24077c.json,complex,1.0614,8.5296,Operator,JSON,Gemini 2.0 Flash ,Operator,JSON,Gemini 2.0 Flash ,0.0009796,3648,1537,1
llm_response_2025-09-25T16-05-22_633389_3e27852d.json,complex,1.7126,7.8802,Operator,JSON,Gemini 2.0 Flash ,Operator,JSON,Gemini 2.0 Flash ,0.0009556,3648,1477,1
llm_response_2025-09-25T16-17-34_329326_8b1a4847.json,complex,2.1465,11.9893,Operator,Knowledge Graph,Gemini 1.5 Flash,Operator,JSON,Gemini 1.5 Flash,0.0017334,4028,1882,0.6
llm_response_2025-09-25T16-20-01_538415_903f0430.json,complex,2.2046,100.4312,Operator,Knowledge Graph,Gemini 1.5 Flash,Operator,JSON,Gemini 2.5 Flash,0.0034943,4019,1222,0.6
llm_response_2025-09-25T16-29-10_625632_40c2d154.json,relational,1.3556,3.0562,Operator,JSON,GPT Oss 120B,Operator,JSON,GPT Oss 120B,0.00207535,1019,1866,0.33
llm_response_2025-09-25T16-29-51_897446_405a18e0.json,relational,0.7264,3.0898,Operator,JSON,Gemini 2.0 Flash ,Operator,JSON,GPT Oss 120B,0.00152108,960,1457,0.33
llm_response_2025-09-25T16-32-58_577507_1cb83542.json,relational,0,0,Operator,JSON,Gemini 1.5 Flash,,,,0.00013635,345,141,0.2
llm_response_2025-09-25T16-33-16_926040_6392cddb.json,relational,0,0,Operator,JSON,Gemini 2.0 Flash ,,,,6.25E-05,345,70,0.33
llm_response_2025-09-25T16-33-27_843873_04ed5554.json,relational,0,0,Operator,JSON,GPT Oss 120B,,,,0.00061677,404,479,0.33
llm_response_2025-09-25T16-33-57_555877_d9952591.json,relational,0,0,Operator,JSON,Gemini 2.5 Flash,,,,0.0002985,345,78,0.33
llm_response_2025-09-25T16-34-21_280316_d25cf63b.json,relational,0,0,Operator,Knowledge Graph,Gemini 1.5 Flash,,,,0.0001833,538,171,0.2
llm_response_2025-09-25T16-34-29_618506_a5223718.json,relational,0,0,Operator,Knowledge Graph,Gemini 2.0 Flash ,,,,8.26E-05,538,72,0.33
llm_response_2025-09-25T16-34-40_440379_77306e47.json,relational,0,0,Operator,Knowledge Graph,GPT Oss 120B,,,,0.00082979,595,606,0.33
llm_response_2025-09-25T16-35-42_424030_76795e08.json,relational,0,0,Operator,Knowledge Graph,Gemini 2.5 Flash,,,,0.000512,540,140,0.2
llm_response_2025-09-25T16-36-40_105050_d2be2854.json,relational,6.0617,0,Operator,JSON,Gemini 1.5 Flash,,,,0.00023805,255,333,0.2
llm_response_2025-09-25T16-36-50_979427_d13aed62.json,relational,4.2315,0,Operator,JSON,Gemini 2.0 Flash ,,,,8.43E-05,255,147,0.33
llm_response_2025-09-25T16-37-02_818147_68dc70f7.json,relational,5.7626,0,Operator,JSON,GPT Oss 120B,,,,0.00035058,309,213,0.33
llm_response_2025-09-25T16-38-20_755208_bd6b5189.json,relational,71.2295,0,Operator,JSON,Gemini 2.5 Flash,,,,0.0003415,255,106,0.33
llm_response_2025-09-25T16-38-50_696018_9b0cb7fe.json,relational,0,0,Baseline,JSON,Gemini 1.5 Flash,,,,7.38E-05,192,75,0.25
llm_response_2025-09-25T16-38-59_745754_95eecae7.json,relational,0,0,Baseline,JSON,Gemini 2.0 Flash ,,,,4.48E-05,192,64,1
llm_response_2025-09-25T16-39-08_768672_1df4626c.json,relational,0,0,Baseline,JSON,GPT Oss 120B,,,,0.00045458,263,379,1
llm_response_2025-09-25T16-39-33_651505_5a651578.json,relational,0,0,Baseline,JSON,Gemini 2.5 Flash,,,,0.0002848,191,91,0.67
llm_response_2025-09-25T16-42-51_162381_dd001f84.json,relational,1.2546,3.5059,Operator,JSON,Gemini 1.5 Flash,Operator,JSON,Gemini 1.5 Flash,0.0005181,1022,608,0.2
llm_response_2025-09-25T16-43-03_016075_70b92c26.json,relational,1.2122,3.7851,Operator,JSON,Gemini 1.5 Flash,Operator,JSON,Gemini 2.0 Flash ,0.00045045,1022,757,0.2
llm_response_2025-09-25T16-43-14_864240_9c0bf534.json,relational,0.9307,3.0779,Operator,JSON,Gemini 1.5 Flash,Operator,JSON,GPT Oss 120B,0.00155533,960,1462,0.2
llm_response_2025-09-25T16-44-00_812724_edf4398e.json,relational,1.2557,28.4734,Operator,JSON,Gemini 1.5 Flash,Operator,JSON,Gemini 2.5 Flash,0.00133135,1020,538,0.2
llm_response_2025-09-25T16-45-07_826430_1e139e04.json,relational,1.2827,3.626,Operator,JSON,Gemini 1.5 Flash,Operator,JSON,Gemini 1.5 Flash,0.0005181,1022,608,0.2
llm_response_2025-09-25T18-26-02_835097_bf2497a1.json,relational,1.7626,3.9337,Operator,JSON,Gemini 1.5 Flash,Operator,JSON,Gemini 2.0 Flash ,0.00045045,1022,757,0.2
llm_response_2025-09-25T18-30-54_664855_4d018160.json,relational,1.5844,3.5191,Operator,JSON,Gemini 1.5 Flash,Operator,JSON,GPT Oss 120B,0.00177804,1028,1709,0.2
llm_response_2025-09-25T18-32-16_663830_e978f250.json,relational,2.3952,32.0258,Operator,JSON,Gemini 1.5 Flash,Operator,JSON,Gemini 2.5 Flash,0.00133135,1020,538,0.2
llm_response_2025-09-25T18-34-39_753658_8d88a595.json,relational,0.8517,2.6047,Operator,JSON,GPT Oss 20B,Operator,JSON,GPT Oss 20B,0.00059472,1020,2284,1
llm_response_2025-09-25T18-34-59_984232_6f1c6c7b.json,relational,0.7072,3.0165,Operator,JSON,GPT Oss 20B,Operator,JSON,Gemini 2.0 Flash ,0.00035088,999,743,1
llm_response_2025-09-25T18-35-13_894603_d24d8610.json,relational,1.1357,2.6137,Operator,JSON,GPT Oss 20B,Operator,JSON,GPT Oss 120B,0.00141366,1020,1513,1
llm_response_2025-09-25T18-35-54_970892_4cf375c4.json,relational,1.4476,32.4215,Operator,JSON,GPT Oss 20B,Operator,JSON,Gemini 2.5 Flash,0.00116608,997,1129,0.33
llm_response_2025-09-25T18-36-40_726518_76d0e60f.json,relational,1.0693,2.3744,Operator,JSON,GPT Oss 20B,Operator,JSON,GPT Oss 20B,0.00053532,1020,1954,1
llm_response_2025-09-25T18-37-09_857463_92994402.json,relational,1.0566,2.5659,Operator,JSON,GPT Oss 20B,Operator,JSON,Gemini 2.0 Flash ,0.00038402,999,921,0.33
llm_response_2025-09-25T18-38-19_229734_b099b4d6.json,relational,0.7622,3.1362,Operator,JSON,Gemini 2.0 Flash ,Operator,JSON,GPT Oss 120B,0.00152108,960,1457,0.33
llm_response_2025-09-25T18-39-10_367406_26b41546.json,relational,0.7136,28.1278,Operator,JSON,Gemini 2.0 Flash ,Operator,JSON,Gemini 2.5 Flash,0.0010079,938,377,0.33
llm_response_2025-09-25T18-39-44_610541_42868d1d.json,relational,0.8551,3.1325,Operator,JSON,Gemini 2.0 Flash ,Operator,JSON,GPT Oss 20B,0.00063436,960,2632,0.33
llm_response_2025-09-25T18-40-23_393858_b9f50e6b.json,relational,1.1444,3.286,Operator,JSON,Gemini 2.0 Flash ,Operator,JSON,GPT Oss 120B,0.00152108,960,1457,0.33
llm_response_2025-09-25T18-41-01_653757_5f19f8a0.json,relational,0.6447,28.9154,Operator,JSON,Gemini 2.0 Flash ,Operator,JSON,Gemini 2.5 Flash,0.0010079,938,377,0.33
llm_response_2025-09-25T18-41-16_673610_da07c5ad.json,relational,0.9256,3.0935,Operator,JSON,Gemini 2.0 Flash ,Operator,JSON,Gemini 2.0 Flash ,0.0002784,940,461,0.33
llm_response_2025-09-25T18-41-49_779460_dd84987b.json,relational,0.6763,3.3986,Operator,JSON,Gemini 2.0 Flash ,Operator,JSON,GPT Oss 20B,0.0005665,960,2255,0.33
llm_response_2025-09-25T18-42-08_775542_287c90a0.json,relational,0.7117,3.2128,Operator,JSON,Gemini 2.0 Flash ,Operator,JSON,Gemini 2.0 Flash ,0.0002952,940,503,0.33
llm_response_2025-09-25T18-44-06_199685_42356801.json,relational,0.7075,3.1173,Operator,JSON,Gemini 2.0 Flash ,Operator,JSON,GPT Oss 120B,0.00152108,960,1457,0.33
llm_response_2025-09-25T18-44-44_482255_1b91c0eb.json,relational,0.8096,29.3023,Operator,JSON,Gemini 2.0 Flash ,Operator,JSON,Gemini 2.5 Flash,0.0014004,938,534,0.33
llm_response_2025-09-25T18-47-49_043929_2e8294ac.json,relational,18.7724,2.4115,Operator,JSON,Gemini 2.5 Flash,Operator,JSON,Gemini 2.0 Flash ,0.0005176,928,480,0.33
llm_response_2025-09-25T18-48-30_497743_85c058b8.json,relational,26.2671,4.1303,Operator,JSON,Gemini 2.5 Flash,Operator,JSON,GPT Oss 120B,0.0013451,930,1046,0.5
llm_response_2025-09-25T18-49-27_199316_5ac98f9d.json,relational,20.9005,22.8194,Operator,JSON,Gemini 2.5 Flash,Operator,JSON,Gemini 2.5 Flash,0.0012403,926,385,0.33
llm_response_2025-09-25T18-55-02_733104_459c56c3.json,relational,19.3565,2.4967,Operator,JSON,Gemini 2.5 Flash,Operator,JSON,Gemini 2.0 Flash ,0.0005176,928,480,0.33
llm_response_2025-09-25T18-55-39_931961_8044f370.json,relational,22.6348,2.3803,Operator,JSON,Gemini 2.5 Flash,Operator,JSON,GPT Oss 120B,0.0013451,930,1046,0.5
llm_response_2025-09-25T18-56-30_998033_1d93bf13.json,relational,20.9737,20.2401,Operator,JSON,Gemini 2.5 Flash,Operator,JSON,Gemini 2.5 Flash,0.0011803,926,361,0.33
llm_response_2025-09-25T18-57-40_247348_3275c329.json,relational,18.6039,19.5225,Operator,JSON,Gemini 2.5 Flash,Operator,JSON,Gemini 2.5 Flash,0.0011803,926,361,0.33
llm_response_2025-09-25T18-59-28_755270_b581f7fa.json,relational,1.5163,3.0389,Operator,Knowledge Graph,GPT Oss 120B,Operator,JSON,GPT Oss 120B,0.00228837,1210,1993,0.33
llm_response_2025-09-25T19-00-10_908919_123c91f1.json,relational,1.8111,27.2517,Operator,Knowledge Graph,GPT Oss 120B,Operator,JSON,Gemini 2.5 Flash,0.00216769,1188,1070,0.33
llm_response_2025-09-25T19-00-54_537187_09e64a3f.json,relational,1.5153,3.5211,Operator,Knowledge Graph,GPT Oss 120B,Operator,JSON,GPT Oss 20B,0.00141983,1210,3269,0.33
llm_response_2025-09-25T19-01-37_096655_5acc89f7.json,relational,1.4806,3.104,Operator,Knowledge Graph,GPT Oss 120B,Operator,JSON,GPT Oss 120B,0.00228837,1210,1993,0.33
llm_response_2025-09-25T19-02-19_577995_b9662a20.json,relational,1.6155,31.2819,Operator,Knowledge Graph,GPT Oss 120B,Operator,JSON,Gemini 2.5 Flash,0.00177519,1188,913,0.33
llm_response_2025-09-25T19-03-17_074971_1cec0e4f.json,relational,1.4998,3.2183,Operator,Knowledge Graph,GPT Oss 120B,Operator,JSON,GPT Oss 120B,0.00228837,1210,1993,0.33
llm_response_2025-09-25T19-03-54_698876_21883a7d.json,relational,1.571,25.4066,Operator,Knowledge Graph,GPT Oss 120B,Operator,JSON,Gemini 2.5 Flash,0.00177519,1188,913,0.33
llm_response_2025-09-25T16-01-16_694743_a751eda2.json,complex,1.9132,2.21,Operator,Multi-Step,Gemini 2.5 Flash,Instance Merge,JSON,Gemini 2.5 Flash,0.09,3309,1639,0.6
